﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:73PuOICN3gASQ4eIaEzGbQ","Always Been Mine (feat. Collette Warren)","Skeptical, Collette Warren","Fourfit EP 1","1","3","357740","spotify:user:outrightmental","2020-04-28T19:46:27Z"
"spotify:track:6hm8ZxamFXCBEqpRHSnHC5","Rock Paper Scissors","Trex","Shut Down","1","2","295172","spotify:user:outrightmental","2020-04-28T19:55:43Z"
"spotify:track:3TO2FOrcAahqatb1Q3C1yw","Drifting Away","BOP, Unquote","Drifting Away","1","1","259737","spotify:user:outrightmental","2020-04-29T01:48:07Z"
"spotify:track:1snMOqjmZHX9neKLTMpXVe","Oscillate","Walk:r","Oscillate EP","1","1","290835","spotify:user:outrightmental","2020-04-29T02:07:58Z"
"spotify:track:13NBiFptuAsC55N39hko0a","Intuition","Ulterior Motive, Quadrant, Iris","Intuition","1","1","363046","spotify:user:outrightmental","2020-04-29T02:17:00Z"
"spotify:track:1tQJ0MhQ5Kbsg6ihSVyyCl","Tinnies & Ciggies","Amoss","Tinnies & Ciggies EP","1","1","322512","spotify:user:outrightmental","2020-04-29T02:22:48Z"
"spotify:track:6S6et7KmfDfuaNR6Jmwrau","Unity","Subtension","Tom Yum","1","4","292413","spotify:user:outrightmental","2020-04-29T02:50:02Z"
"spotify:track:1a7duJjJK3DiHiPbOfyZlk","Us","Alcemist","Us","1","1","281800","spotify:user:outrightmental","2020-04-29T03:17:03Z"
"spotify:track:427a7ypxjhea1RGPVFpWWz","Damn - Fre4knc Remix","Invadhertz, Qua Rush, Fre4knc","Places","1","5","331285","spotify:user:outrightmental","2020-04-29T03:54:46Z"
"spotify:track:5BpH6kB03dzz3pnJbyLUsq","By Chance","Physics, Askel, Elere","Deeper Meaning","1","2","320344","spotify:user:outrightmental","2020-05-14T01:23:33Z"
"spotify:track:2mc9xBJv3ncJXHa6C7279U","Undertone","Koax","Future Part 2","1","5","322369","spotify:user:outrightmental","2020-05-14T01:23:41Z"
"spotify:track:2DO2BjRnMwTA0d0jQmGtTF","Dependency","cømpiler","Dependency / Injection","1","1","259310","spotify:user:outrightmental","2020-05-14T01:24:20Z"
"spotify:track:2rtb0y2nJPavTrrQIe0oU9","Like This","Document One","Anamorphic - EP","1","2","308965","spotify:user:outrightmental","2020-05-19T04:02:05Z"
"spotify:track:2mrZKT6O1GqFxPqjQghCc5","Deadlines - Waeys Remix","Krispy, Waeys","Acidic Love","1","3","244090","spotify:user:outrightmental","2020-05-30T07:14:19Z"
"spotify:track:4tH3JTbzEIWJBPJV2IY0o8","PNGNT","Jabba","Radius EP","1","2","274482","spotify:user:outrightmental","2020-05-30T06:41:34Z"
"spotify:track:3hf8jfPYmGl9liYTHSNDSO","Break Dem","Jabba","Radius EP","1","1","336551","spotify:user:outrightmental","2020-05-30T06:42:23Z"
"spotify:track:5evJ27FaVt9KpYJjvH68Yb","Alarm","Jabba","Radius EP","1","3","264827","spotify:user:outrightmental","2020-05-30T06:42:57Z"
"spotify:track:6TAV6HsCqaJDIo0XV42ISb","Radius","Jabba","Radius EP","1","4","320000","spotify:user:outrightmental","2020-05-30T06:44:21Z"
"spotify:track:1y5sZeLvqv4cmZKcKZitzP","Overdrawn","Jabba","Overdrawn","1","1","315357","spotify:user:outrightmental","2020-05-30T06:44:38Z"
"spotify:track:37C3HFbT9s5qQynNHP1piJ","Exhaust","Jabba","Exhaust/ Step On","1","1","286897","spotify:user:outrightmental","2020-05-30T06:44:56Z"
"spotify:track:49tpolPukd4hVTSMpUZ9FQ","Step On","Jabba","Exhaust/ Step On","1","2","279070","spotify:user:outrightmental","2020-05-30T06:45:06Z"
"spotify:track:28MQd5l3D8kbM1hOKOrnVr","Lust","Chaser","Darkslide / Lust / Between the Lines","1","2","273441","spotify:user:outrightmental","2020-06-12T17:19:41Z"
"spotify:track:2yxq28CAbbVE2G8H0euOnq","Ethereal","Sequent, Skruff","I Should / Ethereal","1","2","314482","spotify:user:outrightmental","2020-07-14T01:35:26Z"
